time_years,theta,cost,duration,automation,parallelism,reliability,technical_capacity,market,adoption,utilization,bottleneck,truth,value
0.0,0.0,1.0,1.0,0.2522409477487015,1.0,0.6817915789546293,12.0,80.0,0.22105824146766295,0.8,0.7040133239898728,8.448159887878473,9.015955391548014
0.08333333333333333,0.015243055555555555,0.9688294714184574,0.9761230090317201,0.25937549287457007,1.019351526381598,0.6864909679665984,12.615410122991491,80.87137810928337,0.22899120073914608,0.8150000000000001,0.7115304234176361,8.976248106399268,8.998430599501278
0.16666666666666666,0.03097222222222222,0.9386305446889677,0.9528161287611396,0.2670937896481114,1.0390775343364937,0.6914488601903863,13.275880232609495,81.75224746618346,0.2374375639831962,0.8300000000000001,0.7186399351105581,9.540577708898029,9.493198671341919
0.25,0.0471875,0.9093729344682314,0.9300657466602785,0.2754195484800066,1.0591852706547322,0.696664639363606,13.984726898727951,82.64271145151781,0.2464133055153308,0.8450000000000001,0.7253636979213972,10.14401321768214,10.523225843344399
0.3333333333333333,0.06388888888888888,0.8810272994231082,0.9078585752273646,0.28437267866056765,1.0796821223628073,0.7021353490737068,14.745593612128191,83.54287457215123,0.2559321615799198,0.8600000000000001,0.7317228268225859,10.789687441043506,10.892438257700796
0.4166666666666667,0.08107638888888889,0.8535652128053209,0.8861816442261853,0.29396829859703,1.100575619437451,0.7078554959560527,15.56231152065549,84.45284247326097,0.26600517603886914,0.875,0.7377376499024937,11.480903128298884,11.67683179627749
0.5,0.09875,0.8269591339433623,0.8650222931107413,0.304215709835316,1.1218734375719384,0.7138168892500584,16.43889449401838,85.37272195073541,0.2766402321399818,0.89,0.7434276613180894,12.221128888342902,11.925190603016881
0.5833333333333334,0.11690972222222222,0.8011823806230131,0.8443681636307754,0.31511737204913115,1.1435834009959258,0.7200085270566633,17.379533276838465,86.302620963708,0.28784158111626224,0.905,0.7488114892145404,13.013994194883074,13.359003701485635
0.6666666666666666,0.13555555555555554,0.7762091023287752,0.8242071926138603,0.32666792498301167,1.165713485349856,0.7264165390773631,18.388589284274477,87.24264864722741,0.2996093805440221,0.92,0.7539068772607551,13.863283924537955,13.281910317933479
0.75,0.1546875,0.7520142543193826,0.8045276049198279,0.33885331086874804,1.1882718206149885,0.7330241943814446,19.470588739522714,88.1929153250661,0.311939257384083,0.935,0.7587306782355377,14.772932999983293,14.665959831388369
0.8333333333333334,0.17430555555555555,0.7285735725113929,0.7853179065634253,0.3516500559820458,1.2112666941001289,0.7398119808181685,20.6302179833839,89.15353252266789,0.3248219122783913,0.9500000000000001,0.76329885800491,15.74702182710929,16.33517277462828
0.9166666666666666,0.1944097222222222,0.7058635491456701,0.766566878001182,0.3650247716043937,1.2347065534861585,0.7467577600978543,21.872320891060188,90.12461298023707,0.3382427827905598,0.9650000000000001,0.7676265082302582,16.789773312496262,17.294549343772424
1.0,0.215,0.6838614092123558,0.7482635675785653,0.37893393164937067,1.2586000099294778,0.7538369994106124,23.20189939856788,91.10627066596975,0.3521817836780451,0.98,0.7717278662143483,17.90555231497676,18.920701920952116
1.0833333333333333,0.23607638888888888,0.6625450876106882,0.7303972851335989,0.39332397585197865,1.2829558412255078,0.7610230769018544,24.624118160109795,92.09862078942939,0.3666131417964016,0.995,0.7756163404061432,19.09886841307281,19.331584435549942
1.1666666666666667,0.2576388888888889,0.6418932070207586,0.7129575957532078,0.4081317734572374,1.3077829950334083,0.768287654606851,26.144314320792134,93.10177981506811,0.38150534172900363,1.01,0.7793045402277038,20.374382851333486,20.197130727471173
1.25,0.2796875,0.6218850564650201,0.695934313678642,0.4232854632040174,1.3330905921632028,0.7756011088312464,27.76801329291443,94.11586547589523,0.39682119563302926,1.025,0.782804309042954,21.73692045925544,21.311467690962466
1.3333333333333333,0.3022222222222222,0.6025005705380431,0.679317496356421,0.4387056622626279,1.358887929926509,0.7829330047355361,29.50095127102641,95.14099678729465,0.4125180470958206,1.04,0.7861267592479474,23.191487217423607,22.139076171339177
1.4166666666666667,0.32524305555555555,0.5837203092836912,0.6630974386313243,0.4543070115534361,1.385184485552117,0.7902525993096766,31.349105019579845,96.17729406099274,0.42854811409856586,1.0550000000000002,0.7892823086177084,24.74329398295297,25.073894739979085
1.5,0.34875,0.5655254386995371,0.6472646670780347,0.47,1.411989919667659,0.7975293552343088,33.31872923188202,97.22487891917845,0.4448589706790819,1.07,0.7922807171905434,26.39778669171301,25.566465767037215
1.5833333333333333,0.37274305555555554,0.5478977118489637,0.6318099344681257,0.4856929884465638,1.4393140798486581,0.804733447469512,35.416401509631214,98.28387430877719,0.46139416085986484,1.085,0.7951311241037311,28.160683144062148,29.151907238288246
1.6666666666666667,0.39722222222222225,0.5308194505620139,0.6167242143691608,0.5012943377373721,1.467167004236255,0.8118362448503982,37.649074770874456,99.35440451588,0.4780939322281748,1.1,0.7978420839130909,30.038016272594252,33.224656605687045
1.75,0.4221875,0.5142735277066319,0.6019986958727489,0.5167145367959826,1.495558925224943,0.8188107504611417,40.02413668326727,100.43659518033027,0.49489607063967267,1.115,0.8004216020326079,32.03618360399286,31.14000488378579
1.8333333333333333,0.44763888888888886,0.4982433500125217,0.5876247784484789,0.5318682265427626,1.524500273221668,0.8256319869704649,42.54947555890307,101.53057331046897,0.511736812297785,1.13,0.8028771690193942,34.162002479992005,35.396065513802306
1.9166666666666667,0.47357638888888887,0.4827128414303929,0.5735940669207272,0.5466760241480213,1.5540016804776704,0.8322773162297268,45.23355205144963,102.63646729804063,0.5285518053402023,1.145,0.8052157935046268,36.42277050814085,37.75804692165363
2.0,0.5,0.46766642700990924,0.559898366565402,0.5610660683506292,1.5840739849944818,0.8387266859956211,48.08547597374583,103.75440693326175,0.5452770903722305,1.1600000000000001,0.8074440336339037,38.826330679447494,37.95086001473986
2.0833333333333335,0.5269097222222223,0.453089017280169,0.5465296783237653,0.5749752283956062,1.6147282345055056,0.8449628003584813,51.11508760468264,104.88452342005328,0.5618500683455392,1.175,0.8095680269320118,41.38114061857986,41.723424871327666
2.1666666666666665,0.5543055555555555,0.4389659931170545,0.5334801941305318,0.5883499440179542,1.64597569053465,0.8509712140600662,54.33304297134265,106.02694939143893,0.5782104248769232,1.19,0.8115935185487828,44.096345518574196,42.0381841287415
2.25,0.5821875,0.42528319108227414,0.520742292353521,0.6011466891312518,1.6778278325335005,0.8567403541343002,57.75090276359412,107.18181892511137,0.5943009824769567,1.205,0.8135258878758667,46.981854446385746,47.38487429911856
2.3333333333333335,0.6105555555555556,0.41202688921939445,0.5083085333421946,0.6133320750169884,1.710296362098552,0.862261475019966,61.38122474769228,108.34926755916781,0.6100684560168061,1.22,0.8153701735501342,50.04841987524564,50.34692273530173
2.4166666666666665,0.6394097222222221,0.3991837932926173,0.49617165508248345,0.6248826279508688,1.743393207270053,0.8675285553615711,65.23765977582161,109.5294323080171,0.6254640917915866,1.2349999999999999,0.8171310968791861,53.30772049044827,57.08550734063334
2.5,0.66875,0.38674102345450123,0.48432456895536247,0.635784290164684,1.7771305269140385,0.8725381460871209,69.33505172379591,110.72245167846012,0.6404441763489743,1.25,0.8188130837391293,56.77244751317337,57.21762194578388
2.5833333333333335,0.698576388888889,0.37468610132925767,0.47276035559669927,0.64603170140297,1.8115207151891588,0.8772891800441857,73.68954191588722,111.92846568594506,0.654970407412811,1.2650000000000001,0.8204202850052843,60.456394980541035,61.00403047882811
2.6666666666666665,0.7288888888888889,0.36300693749866736,0.4614722608559561,0.6556273213394324,1.8465764060999528,0.8817827535526667,78.31867880427518,113.14761587100014,0.6690101253192569,1.28,0.8219565955835952,64.37455460056711,64.95575726706977
2.75,0.7596875000000001,0.3516918193780669,0.45045369185138673,0.6645804515199933,1.8823104781382327,0.8860218897926977,83.24153385528447,114.38004531584504,0.6825364090181485,1.295,0.8234256721149004,68.54321596266286,69.20675762716108
2.8333333333333335,0.7909722222222223,0.34072939947024816,0.43969821311942286,0.6729062103518886,1.9187360590142832,0.8900112931069248,88.47882475368907,115.62589866118337,0.695528045569554,1.31,0.8248309494264497,72.98007302572182,70.76344796056235
2.9166666666666665,0.8227430555555555,0.3301086839854889,0.42919954285600165,0.6806245071254298,1.9558665304796212,0.8937571021808219,94.05304717145673,116.88532212317801,0.7079693859729127,1.325,0.8261756558055977,77.70433792739308,75.62378624779495
3.0,0.8550000000000001,0.31981902181630384,0.41895154924763905,0.6877590522512984,1.9937155332430825,0.897266648789372,99.98780375500215,118.15846351061141,0.7198501029904554,1.34,0.8274628271698542,82.73619077761865,80.25883520467428
