time_years,truth,observed,regime
0.0,0.55,0.562897036377846,logistic
0.08333333333333333,0.605507077199896,0.5995425518906813,logistic
0.16666666666666666,0.6660791600078291,0.673193297559785,logistic
0.25,0.7320671992073287,0.7410669660600611,logistic
0.3333333333333333,0.8038236862076592,0.7978251279388838,logistic
0.4166666666666667,0.8816973774219573,0.8512425889436361,logistic
0.5,0.9660270130079914,1.026976684347183,logistic
0.5833333333333334,1.057134005238296,1.1833665617761935,logistic
0.6666666666666666,1.1553141140165164,1.1377864175193193,logistic
0.75,1.2608281813917583,1.327717858454177,logistic
0.8333333333333334,1.3738920631509928,1.343570025719228,logistic
0.9166666666666666,1.494665972223848,1.4446137075466305,logistic
1.0,1.6232435326247312,1.6681955124626415,logistic
1.0833333333333333,1.7596409290143102,2.001282707113272,logistic
1.1666666666666667,1.9037866187553292,2.0358259242443877,logistic
1.25,2.055512141868306,2.015058213135563,logistic
1.3333333333333333,2.2145446096458117,2.1936599701605703,logistic
1.4166666666666667,2.3805014646811427,2.3547176065006807,logistic
1.5,2.552888074598936,2.6109374260025175,logistic
1.5833333333333333,2.7310986423928205,2.875702878393022,logistic
1.6666666666666667,2.9144207858197224,2.809175604737936,logistic
1.75,3.1020439602576206,2.9449938394419486,logistic
1.8333333333333333,3.293071683667248,3.5306630248236712,logistic
1.9166666666666667,3.4865372848566603,3.5203816496445786,logistic
2.0,3.681422658070823,3.6948254546166854,logistic
2.0833333333333335,3.876679291501288,4.081596288704587,logistic
2.1666666666666665,4.071250667556686,4.502784891855297,logistic
2.25,4.2640950276640535,4.184167385743557,logistic
2.3333333333333335,4.454207466123811,4.5721842851972205,logistic
2.4166666666666665,4.640640369427392,4.638579021208842,logistic
2.5,4.822521343401289,5.107934809919096,logistic
2.5833333333333335,4.999067956119133,4.6766988267172875,logistic
2.6666666666666665,5.16959884920933,5.415454140491337,logistic
2.75,5.3335410105383,5.605357820561992,logistic
2.8333333333333335,5.4904332342428255,6.058171926092062,logistic
2.9166666666666665,5.639926000034189,5.970662516512091,logistic
3.0,5.781778168310633,5.798889673543622,logistic
3.0833333333333335,5.915851002954312,6.206748061280678,logistic
3.1666666666666665,6.042100098060653,6.511944780763729,logistic
3.25,6.160565801848216,6.031439244556023,logistic
3.3333333333333335,6.271362708040631,6.478557567749671,logistic
3.4166666666666665,6.374668731684725,6.217067969970334,logistic
3.5,6.4707142128940935,7.115486327894211,logistic
3.5833333333333335,6.55977140801925,6.291445719306601,logistic
3.6666666666666665,6.642144641456109,6.231589605791715,logistic
3.75,6.718161309066912,6.841133572933136,logistic
3.8333333333333335,6.788163850393558,6.499706677881829,logistic
3.9166666666666665,6.852502744066987,7.108731069677894,logistic
