time_years,truth,observed,regime
0.0,0.9,0.975045175454237,change_point
0.08333333333333333,0.9090451503757513,0.8847831714079952,change_point
0.16666666666666666,0.9181812060240803,0.9085434668975875,change_point
0.25,0.9274090805581652,0.9284691798765359,change_point
0.3333333333333333,0.9367296967731494,0.9263263107733737,change_point
0.4166666666666667,0.9461439867384217,0.9624479752675095,change_point
0.5,0.9556528918908237,0.9374714597160887,change_point
0.5833333333333334,0.9652573631287948,0.9480663405334725,change_point
0.6666666666666666,0.9749583609074627,1.0180052270895827,change_point
0.75,0.9847568553346894,1.0241360864469793,change_point
0.8333333333333334,0.9946538262680829,0.9981315356751613,change_point
0.9166666666666666,1.0046502634129841,0.9901068268748348,change_point
1.0,1.014747166421438,1.0265596870402416,change_point
1.0833333333333333,1.0249455449921596,0.9977403628227798,change_point
1.1666666666666667,1.0352464189715045,1.1292776138069656,change_point
1.25,1.045650818455455,1.074001778836759,change_point
1.3333333333333333,1.056159783892629,1.071207346228434,change_point
1.4166666666666667,1.066774366188329,1.0587530838786987,change_point
1.5,1.0774956268096292,1.0997502764638978,change_point
1.5833333333333333,1.0883246378915263,1.1412866528604797,change_point
1.6666666666666667,1.0992624823441528,1.04756589518841,change_point
1.75,1.110310253961069,1.1526347860819994,change_point
1.8333333333333333,1.1214690575286428,1.1205134155064607,change_point
1.9166666666666667,1.13274000893653,1.2152436440478436,change_point
2.0,1.1441242352892642,1.1120750668438113,change_point
2.0833333333333335,1.1556228750189674,1.103610321212604,change_point
2.1666666666666665,1.2328223705733632,1.2795585024428204,change_point
2.25,1.333276550396338,1.3377973965214343,change_point
2.3333333333333335,1.4419160474919164,1.5069048274791692,change_point
2.4166666666666665,1.5594078268283176,1.5276478163995693,change_point
2.5,1.6864731997422688,1.6833354614477265,change_point
2.5833333333333335,1.8238922522491976,1.8535409491894281,change_point
2.6666666666666665,1.9725086341858415,1.9840121862737146,change_point
2.75,2.1332347385870136,2.011751721646173,change_point
2.8333333333333335,2.3070573030939934,2.314074362472566,change_point
2.9166666666666665,2.4950434677830113,2.4074478090535805,change_point
3.0,2.6983473266043316,2.500890206800981,change_point
3.0833333333333335,2.9182170126528493,2.879011105417156,change_point
3.1666666666666665,3.156002360768453,3.2837246717933954,change_point
3.25,3.4131631945087753,3.348427148434284,change_point
3.3333333333333335,3.691278288370093,3.8687888783741404,change_point
3.4166666666666665,3.9920550602777234,3.8058210638750682,change_point
3.5,4.317340053850519,4.2250347324016,change_point
3.5833333333333335,4.6691302747926695,5.0208079836182415,change_point
3.6666666666666665,5.049585451009805,4.882120918579204,change_point
3.75,5.461041291717255,5.5065054193106,change_point
3.8333333333333335,5.906023826941466,6.292817657916895,change_point
3.9166666666666665,6.387264915448337,6.079868598031655,change_point
